ntab	code	nfocal	day	month	year	individual	group	length_focalsec	length_focalh
4	Ti334	334	31	1	2019	Adonara	B	1807	0.501944444
4	Ti335	335	31	1	2019	Latalata	B	1807	0.501944444
5	Ti336	336	31	1	2019	Bangladesh	B	1807	0.501944444
5	Ti337	337	31	1	2019	Rinca	B	1810	0.502777778
4	Ta213	213	10	3	2019	Kasachstan	J	1812	0.503333333
5	Ta214	214	10	3	2019	Colanta	J	1840	0.511111111
5	Ta215	215	10	3	2019	Kuwait	J	1823	0.506388889
5	Ta216	216	10	3	2019	Bahrain	J	1857	0.515833333
5	Ta217	217	10	3	2019	Mongolei	J	1812	0.503333333
4	Ta218	218	10	3	2019	Taji	J	1760	0.488888889
5	Ta219	219	11	3	2019	Pakistan	J	1855	0.515277778
5	Ta220	220	11	3	2019	Afganistan	J	1814	0.503888889
5	Ta221	221	11	3	2019	Syria	J	1733	0.481388889
4	Ta222	222	11	3	2019	Taji	J	1811	0.503055556
5	Ti339	339	12	3	2019	Bahrain	J	1808	0.502222222
5	Ti340	340	12	3	2019	Kuwait	J	1804	0.501111111
5	Ti342	342	12	3	2019	Kasachstan	J	1801	0.500277778
5	Ti343	343	12	3	2019	Armenia	J	1803	0.500833333
5	Ti346	346	12	3	2019	Cambodia	J	1802	0.500555556
5	Ti347	347	12	3	2019	Taji	J	1804	0.501111111
4	Ti348	348	12	3	2019	Syria	J	1800	0.5
5	Ti349	349	13	3	2019	Taji	J	1798	0.499444444
5	Ti350	350	13	3	2019	Kuwait	J	1809	0.5025
5	Ti351	351	13	3	2019	Bahrain	J	1806	0.501666667
5	Ti352	352	13	3	2019	Syria	J	1804	0.501111111
5	Ti353	353	13	3	2019	Colanta	J	1806	0.501666667
5	Ti354	354	13	3	2019	Mongolei	J	1808	0.502222222
5	Ti355	355	14	3	2019	Pakistan	J	1833	0.509166667
5	Ti356	356	14	3	2019	Colanta	J	1808	0.502222222
5	Ti357	357	14	3	2019	Armenia	J	1807	0.501944444
5	Ti358	358	14	3	2019	Bahrain	J	1809	0.5025
6	P378	378	19	3	2019	Caicos	F	1838	0.510555556
6	P379	379	19	3	2019	Lucia	F	1783	0.495277778
6	P380	380	19	3	2019	Mayaguana	F	1879	0.521944444
7	P381	381	19	3	2019	Bonacca	F	1858	0.516111111
6	P382	382	19	3	2019	Pinos	F	1841	0.511388889
6	P383	383	19	3	2019	Tortuga	F	1881	0.5225
6	Ta223	223	19	3	2019	Paros	A	1848	0.513333333
5	Ta224	224	19	3	2019	Kea	A	1847	0.513055556
6	Ta225	225	19	3	2019	Thassos	A	1843	0.511944444
5	Ta226	226	19	3	2019	Isabella	A	1822	0.506111111
4	Ta227	227	19	3	2019	Lefkada	A	1806	0.501666667
5	P384	384	19	3	2019	Mongolei	J	1860	0.516666667
5	P385	385	19	3	2019	Taji	J	1888	0.524444444
6	P386	386	19	3	2019	Armenia	J	1869	0.519166667
5	P387	387	19	3	2019	Kuwait	J	1846	0.512777778
5	P388	388	19	3	2019	Pakistan	J	1857	0.515833333
4	P389	389	19	3	2019	Colanta	J	1866	0.518333333
5	P390	390	20	3	2019	Afganistan	J	1838	0.510555556
5	P391	391	20	3	2019	Kasachstan	J	1849	0.513611111
5	P392	392	20	3	2019	Cambodia	J	1841	0.511388889
5	P393	393	20	3	2019	Taji	J	1867	0.518611111
5	P394	394	20	3	2019	Bahrain	J	1869	0.519166667
5	P395	395	20	3	2019	Syria	J	1847	0.513055556
8	Ta228	228	20	3	2019	Tortuga	F	1807	0.501944444
5	Ta229	229	20	3	2019	Caicos	F	1775	0.493055556
5	Ta230	230	20	3	2019	Pinos	F	1781	0.494722222
6	P396	396	20	3	2019	Bora	B	1842	0.511666667
7	P397	397	20	3	2019	Latalata	B	1842	0.511666667
6	P398	398	20	3	2019	Aloha	B	1835	0.509722222
6	P399	399	20	3	2019	Oman	B	1831	0.508611111
6	P400	400	20	3	2019	Bangladesh	B	1848	0.513333333
5	P401	401	20	3	2019	Jaco	B	1840	0.511111111
6	P402	402	21	3	2019	Aloha	B	1840	0.511111111
6	P403	403	21	3	2019	Jaco	B	1851	0.514166667
5	P404	404	21	3	2019	Oman	B	1843	0.511944444
6	P405	405	21	3	2019	Latalata	B	1846	0.512777778
6	P406	406	21	3	2019	Bangladesh	B	1841	0.511388889
6	P407	407	21	3	2019	Bora	B	1864	0.517777778
5	P408	408	21	3	2019	Tilos	A	1851	0.514166667
5	P409	409	21	3	2019	Kea	A	1867	0.518611111
5	P410	410	21	3	2019	Amorgos	A	1869	0.519166667
6	P411	411	21	3	2019	Isabella	A	1841	0.511388889
5	P412	412	21	3	2019	Luzon	A	1874	0.520555556
4	P413	413	21	3	2019	Paros	A	1877	0.521388889
5	P414	414	22	3	2019	Lefkada	A	1852	0.514444444
5	P415	415	22	3	2019	Paros	A	1857	0.515833333
5	P416	416	22	3	2019	Tilos	A	1860	0.516666667
5	P417	417	22	3	2019	Isabella	A	1854	0.515
5	P418	418	22	3	2019	Thassos	A	1885	0.523611111
5	P419	419	22	3	2019	Amorgos	A	1863	0.5175
7	Ta231	231	22	3	2019	Bangladesh	B	1842	0.511666667
7	Ta232	232	22	3	2019	Bora	B	1825	0.506944444
7	Ta233	233	22	3	2019	Jaco	B	1763	0.489722222
6	Ta234	234	22	3	2019	Latalata	B	1854	0.515
6	Ta235	235	22	3	2019	Oman	B	1811	0.503055556
5	P420	420	22	3	2019	Syria	J	1858	0.516111111
5	P421	421	22	3	2019	Bahrain	J	1851	0.514166667
6	P422	422	22	3	2019	Mongolei	J	1855	0.515277778
5	P423	423	22	3	2019	Pakistan	J	1850	0.513888889
5	P424	424	22	3	2019	Kuwait	J	1856	0.515555556
5	P425	425	22	3	2019	Colanta	J	1852	0.514444444
5	P426	426	23	3	2019	Colanta	J	1849	0.513611111
5	P427	427	23	3	2019	Taji	J	1823	0.506388889
5	P428	428	23	3	2019	Afganistan	J	1850	0.513888889
5	P429	429	23	3	2019	Kuwait	J	1869	0.519166667
5	P430	430	23	3	2019	Mongolei	J	1864	0.517777778
5	P431	431	23	3	2019	Cambodia	J	1856	0.515555556
7	Ta236	236	23	3	2019	Mayaguana	F	1815	0.504166667
6	Ta237	237	23	3	2019	Bonacca	F	1817	0.504722222
7	Ta238	238	23	3	2019	Pinos	F	1805	0.501388889
5	Ta239	239	23	3	2019	Lucia	F	1809	0.5025
5	Ta240	240	23	3	2019	Tortuga	F	1800	0.5
6	P432	432	23	3	2019	Oman	B	1803	0.500833333
7	P433	433	23	3	2019	Bora	B	1841	0.511388889
7	P434	434	23	3	2019	Aloha	B	1845	0.5125
7	P435	435	23	3	2019	Latalata	B	1834	0.509444444
5	P436	436	23	3	2019	Jaco	B	1850	0.513888889
6	P437	437	24	3	2019	Tortuga	F	1840	0.511111111
7	P438	438	24	3	2019	Pinos	F	1828	0.507777778
7	P439	439	24	3	2019	Mayaguana	F	1806	0.501666667
7	P440	440	24	3	2019	Lucia	F	1859	0.516388889
6	P441	441	24	3	2019	Bonacca	F	1838	0.510555556
5	P442	442	24	3	2019	Caicos	F	1827	0.5075
8	Ta242	242	24	3	2019	Latalata	B	1792	0.497777778
7	Ta243	243	24	3	2019	Bora	B	1807	0.501944444
5	P443	443	24	3	2019	Armenia	J	1839	0.510833333
5	P444	444	24	3	2019	Mongolei	J	1813	0.503611111
6	P445	445	24	3	2019	Pakistan	J	1850	0.513888889
5	P446	446	24	3	2019	Taji	J	1848	0.513333333
5	M542	542	2	4	2019	Kea	A	1817	0.504722222
6	M543	543	2	4	2019	Thassos	A	1799	0.499722222
5	M544	544	2	4	2019	Tilos	A	1797	0.499166667
7	M545	545	2	4	2019	Isabella	A	1801	0.500277778
5	M546	546	2	4	2019	Lefkada	A	1847	0.513055556
4	M547	547	2	4	2019	Luzon	A	1792	0.497777778
5	M548	548	12	4	2019	Tilos	A	1822	0.506111111
5	M549	549	12	4	2019	Kea	A	1826	0.507222222
5	M550	550	12	4	2019	Luzon	A	1824	0.506666667
5	M551	551	12	4	2019	Amorgos	A	1791	0.4975
4	M552	552	12	4	2019	Lefkada	A	1809	0.5025
5	M553	553	14	4	2019	Kea	A	1817	0.504722222
6	M554	554	14	4	2019	Luzon	A	1812	0.503333333
6	M555	555	14	4	2019	Thassos	A	1816	0.504444444
6	M556	556	14	4	2019	Tilos	A	1797	0.499166667
6	M557	557	14	4	2019	Lefkada	A	1797	0.499166667
5	M558	558	14	4	2019	Isabella	A	1851	0.514166667
5	Ti359	359	9	4	2019	Kea	A	1803	0.500833333
5	Ti360	360	9	4	2019	Amorgos	A	1830	0.508333333
5	Ti362	362	9	4	2019	Tilos	A	1809	0.5025
5	Ti363	363	9	4	2019	Lefkada	A	1809	0.5025
6	M559	559	3	4	2019	Lucia	F	1815	0.504166667
7	M560	560	3	4	2019	Bonacca	F	1791	0.4975
6	M562	562	3	4	2019	Mayaguana	F	1817	0.504722222
5	M563	563	3	4	2019	Caicos	F	1820	0.505555556
7	M564	564	14	4	2019	Caicos	F	1813	0.503611111
6	M565	565	14	4	2019	Pinos	F	1800	0.5
7	M566	566	14	4	2019	Tortuga	F	1815	0.504166667
7	M567	567	14	4	2019	Mayaguana	F	1811	0.503055556
6	M568	568	14	4	2019	Lucia	F	1824	0.506666667
7	Ti364	364	9	4	2019	Bonacca	F	1804	0.501111111
7	Ti365	365	9	4	2019	Lucia	F	1817	0.504722222
7	Ti366	366	9	4	2019	Mayaguana	F	1806	0.501666667
7	Ti367	367	9	4	2019	Caicos	F	1806	0.501666667
6	Ti368	368	9	4	2019	Tortuga	F	1809	0.5025
5	Ta244	244	6	4	2019	Mayaguana	F	1807	0.501944444
6	Ta245	245	13	4	2019	Pinos	F	1817	0.504722222
7	Ta246	246	13	4	2019	Tortuga	F	1999	0.555277778
7	Ta247	247	13	4	2019	Bonacca	F	1845	0.5125
6	Ta248	248	13	4	2019	Lucia	F	1864	0.517777778
6	Ta249	249	13	4	2019	Caicos	F	1802	0.500555556
6	Ta250	250	13	4	2019	Mayaguana	F	1836	0.51
7	P447	447	17	4	2019	Tortuga	F	1857	0.515833333
7	P448	448	17	4	2019	Bonacca	F	1851	0.514166667
7	P449	449	17	4	2019	Lucia	F	1842	0.511666667
7	P450	450	17	4	2019	Caicos	F	1826	0.507222222
7	Lui1	1	10	4	2019	Mayaguana	F	1814	0.503888889
7	Lui2	2	10	4	2019	Caicos	F	1803	0.500833333
7	Lui3	3	10	4	2019	Bonacca	F	1840	0.511111111
8	Lui4	4	10	4	2019	Pinos	F	1795	0.498611111
7	Lui5	5	10	4	2019	Tortuga	F	1818	0.505
6	Lea7	7	11	4	2019	Mayaguana	F	1794	0.498333333
7	Lea8	8	11	4	2019	Pinos	F	1861	0.516944444
7	Lea9	9	11	4	2019	Bonacca	F	1733	0.481388889
6	Lea10	10	11	4	2019	Tortuga	F	1777	0.493611111
6	Lea11	11	12	4	2019	Bonacca	F	1798	0.499444444
8	Lea12	12	12	4	2019	Lucia	F	1786	0.496111111
7	Lea13	13	12	4	2019	Caicos	F	1801	0.500277778
8	Lea14	14	12	4	2019	Pinos	F	1811	0.503055556
7	Lea15	15	12	4	2019	Tortuga	F	1792	0.497777778
6	Lea30	30	15	4	2019	Bonacca	F	1806	0.501666667
8	Lea31	31	15	4	2019	Mayaguana	F	1780	0.494444444
7	Lea32	32	15	4	2019	Pinos	F	1862	0.517222222
6	Lea33	33	15	4	2019	Tortuga	F	1793	0.498055556
6	Lea34	34	15	4	2019	Lucia	F	1861	0.516944444
6	Lea35	35	15	4	2019	Caicos	F	1822	0.506111111
5	M569	569	3	4	2019	Latalata	B	1824	0.506666667
7	M570	570	3	4	2019	Oman	B	1836	0.51
7	M571	571	3	4	2019	Bangladesh	B	1821	0.505833333
7	M572	572	3	4	2019	Jaco	B	1821	0.505833333
6	M573	573	3	4	2019	Aloha	B	1796	0.498888889
5	M574	574	2	4	2019	Armenia	J	1846	0.512777778
6	M575	575	2	4	2019	Syria	J	1798	0.499444444
5	M576	576	2	4	2019	Mongolei	J	1811	0.503055556
5	M577	577	2	4	2019	Afganistan	J	1813	0.503611111
5	M578	578	2	4	2019	Cambodia	J	1814	0.503888889
6	M579	579	2	4	2019	Colanta	J	1808	0.502222222
5	Ta251	251	4	4	2019	Tilos	A	1806	0.501666667
4	Ta252	252	7	4	2019	Isabella	A	1867	0.518611111
5	Ta253	253	5	4	2019	Amorgos	A	1808	0.502222222
6	Ta254	254	5	4	2019	Lefkada	A	1805	0.501388889
5	Ta255	255	5	4	2019	Tilos	A	1791	0.4975
5	Ta256	256	5	4	2019	Thassos	A	1774	0.492777778
7	Ta257	257	6	4	2019	Oman	B	1838	0.510555556
7	Ta258	258	6	4	2019	Jaco	B	1811	0.503055556
8	Ta259	259	6	4	2019	Aloha	B	1813	0.503611111
6	Ta260	260	7	4	2019	Luzon	A	1821	0.505833333
6	Ta261	261	7	4	2019	Tilos	A	1810	0.502777778
6	Ta262	262	7	4	2019	Amorgos	A	1854	0.515
5	Ta263	263	7	4	2019	Kea	A	1840	0.511111111
5	Ti369	369	10	4	2019	Kuwait	J	1804	0.501111111
6	Ti370	370	10	4	2019	Mongolei	J	1779	0.494166667
5	Ti371	371	10	4	2019	Taji	J	1828	0.507777778
5	Ti374	374	10	4	2019	Bahrain	J	1820	0.505555556
7	Ta264	264	9	4	2019	Aloha	B	1807	0.501944444
8	Ta265	265	9	4	2019	Oman	B	1860	0.516666667
6	Ta266	266	9	4	2019	Jaco	B	1803	0.500833333
5	Ta267	267	9	4	2019	Latalata	B	1832	0.508888889
7	Ti375	375	10	4	2019	Jaco	B	1804	0.501111111
8	Ti376	376	10	4	2019	Latalata	B	1752	0.486666667
7	Ti377	377	10	4	2019	Bangladesh	B	1804	0.501111111
7	Ti378	378	10	4	2019	Aloha	B	1817	0.504722222
5	Ta268	268	11	4	2019	Colanta	J	1838	0.510555556
5	Ta269	269	11	4	2019	Armenia	J	1798	0.499444444
6	Ti379	379	11	4	2019	Latalata	B	1805	0.501388889
8	Ti380	380	11	4	2019	Aloha	B	1804	0.501111111
8	Ti381	381	11	4	2019	Oman	B	1826	0.507222222
7	Ti382	382	11	4	2019	Jaco	B	1801	0.500277778
7	Ta270	270	12	4	2019	Aloha	B	1807	0.501944444
8	Ta271	271	12	4	2019	Bangladesh	B	1839	0.510833333
6	Ta272	272	12	4	2019	Jaco	B	1800	0.5
4	Ta273	273	12	4	2019	Latalata	B	1815	0.504166667
7	Lui6	6	11	4	2019	Kea	A	1836	0.51
6	Lui7	7	11	4	2019	Isabella	A	1807	0.501944444
10	Lui9	9	9	4	2019	Aloha	B	1819	0.505277778
10	Lui 10	10	9	4	2019	Oman	B	1855	0.515277778
8	Lui 11	11	9	4	2019	Jaco	B	1954	0.542777778
7	Lui 12	12	12	4	2019	Latalata	B	1821	0.505833333
6	M580	580	12	4	2019	Cambodia	J	1811	0.503055556
6	M581	581	12	4	2019	Taji	J	1813	0.503611111
6	M582	582	12	4	2019	Kuwait	J	1793	0.498055556
5	M583	583	12	4	2019	Bahrain	J	1794	0.498333333
5	M584	584	12	4	2019	Pakistan	J	1816	0.504444444
5	M585	585	13	4	2019	Kasachstan	J	1809	0.5025
6	M586	586	13	4	2019	Afganistan	J	1813	0.503611111
6	M587	587	13	4	2019	Taji	J	1815	0.504166667
6	M588	588	13	4	2019	Pakistan	J	1831	0.508611111
6	M589	589	13	4	2019	Armenia	J	1811	0.503055556
5	M590	590	13	4	2019	Kuwait	J	1840	0.511111111
7	Ta274	274	14	4	2019	Latalata	B	1846	0.512777778
8	Ta275	275	14	4	2019	Aloha	B	1802	0.500555556
7	Ta276	276	14	4	2019	Bangladesh	B	1807	0.501944444
5	Ta277	277	14	4	2019	Jaco	B	1815	0.504166667
5	Ta278	278	15	4	2019	Isabella	A	1841	0.511388889
6	Ta279	279	15	4	2019	Tilos	A	1810	0.502777778
5	Ta280	280	15	4	2019	Kea	A	1831	0.508611111
6	Ta281	281	15	4	2019	Luzon	A	1811	0.503055556
4	Ta282	282	15	4	2019	Thassos	A	1803	0.500833333
5	M591	591	15	4	2019	Bahrain	J	1816	0.504444444
5	M592	592	15	4	2019	Pakistan	J	1795	0.498611111
6	M593	593	15	4	2019	Cambodia	J	1802	0.500555556
6	M594	594	15	4	2019	Colanta	J	1814	0.503888889
5	M595	595	15	4	2019	Kuwait	J	1813	0.503611111
5	M596	596	15	4	2019	Afganistan	J	1816	0.504444444
6	M597	597	15	4	2019	Jaco	B	1822	0.506111111
8	M598	598	15	4	2019	Aloha	B	1813	0.503611111
7	M599	599	15	4	2019	Latalata	B	1805	0.501388889
7	M600	600	15	4	2019	Oman	B	1807	0.501944444
7	M601	601	15	4	2019	Bangladesh	B	1820	0.505555556
5	Ta283	283	12	4	2019	Kasachstan	J	1803	0.500833333
6	Ta284	284	12	4	2019	Syria	J	1800	0.5
6	Ta285	285	12	4	2019	Mongolei	J	1847	0.513055556
5	Ta286	286	12	4	2019	Colanta	J	1818	0.505
5	Ta287	287	12	4	2019	Armenia	J	1803	0.500833333
6	P451	451	16	4	2019	Thassos	A	1849	0.513611111
6	P452	452	16	4	2019	Tilos	A	1837	0.510277778
6	P453	453	16	4	2019	Lefkada	A	1833	0.509166667
5	P454	454	16	4	2019	Isabella	A	1864	0.517777778
5	P455	455	16	4	2019	Luzon	A	1883	0.523055556
5	Ta288	288	16	4	2019	Bahrain	J	1833	0.509166667
6	Ta289	289	16	4	2019	Armenia	J	1807	0.501944444
6	Ta290	290	16	4	2019	Colanta	J	1818	0.505
6	Ta291	291	16	4	2019	Kasachstan	J	1797	0.499166667
5	Ta292	292	16	4	2019	Afganistan	J	1817	0.504722222
5	P456	456	17	4	2019	Colanta	J	1851	0.514166667
5	P457	457	17	4	2019	Kasachstan	J	1851	0.514166667
6	P458	458	17	4	2019	Cambodia	J	1849	0.513611111
6	P459	459	17	4	2019	Bahrain	J	1846	0.512777778
5	P460	460	17	4	2019	Armenia	J	1860	0.516666667
5	P461	461	17	4	2019	Afganistan	J	1911	0.530833333
6	P462	462	18	4	2019	Luzon	A	1835	0.509722222
6	P463	463	18	4	2019	Kea	A	1852	0.514444444
6	P464	464	18	4	2019	Lefkada	A	1839	0.510833333
6	P465	465	18	4	2019	Thassos	A	1842	0.511666667
6	P466	466	18	4	2019	Isabella	A	1827	0.5075
6	P467	467	18	4	2019	Tilos	A	1850	0.513888889
5	P468	468	19	4	2019	Mongolei	J	1865	0.518055556
6	P469	469	19	4	2019	Taji	J	1863	0.5175
6	P470	470	19	4	2019	Syria	J	1846	0.512777778
6	P471	471	19	4	2019	Afganistan	J	1819	0.505277778
6	P472	472	19	4	2019	Kuwait	J	1827	0.5075
5	P473	473	19	4	2019	Kasachstan	J	1848	0.513333333
5	Ta293	293	18	4	2019	Afganistan	J	1806	0.501666667
6	Ta294	294	18	4	2019	Bahrain	J	1803	0.500833333
6	Ta295	295	18	4	2019	Kuwait	J	1801	0.500277778
6	Ta296	296	18	4	2019	Pakistan	J	1805	0.501388889
5	Ta297	297	18	4	2019	Kasachstan	J	1811	0.503055556
5	Ta298	298	18	4	2019	Taji	J	1781	0.494722222
5	M602	602	24	4	2019	Kuwait	J	1831	0.508611111
6	M603	603	24	4	2019	Colanta	J	1807	0.501944444
6	M604	604	24	4	2019	Afganistan	J	1851	0.514166667
6	M605	605	24	4	2019	Taji	J	1812	0.503333333
5	M606	606	24	4	2019	Cambodia	J	1811	0.503055556
5	M607	607	24	4	2019	Bahrain	J	1812	0.503333333
6	Ta299	299	25	4	2019	Colanta	J	1798	0.499444444
6	Ta300	300	25	4	2019	Cambodia	J	1779	0.494166667
6	Ta301	301	25	4	2019	Syria	J	1779	0.494166667
6	Ta302	302	25	4	2019	Bahrain	J	1802	0.500555556
6	Ta303	303	24	4	2019	Kea	A	1833	0.509166667
6	Ta304	304	25	4	2019	Taji	J	1829	0.508055556
6	Ta305	305	25	4	2019	Pakistan	J	1792	0.497777778
5	Ta306	306	25	4	2019	Armenia	J	1806	0.501666667
6	Ta307	307	25	4	2019	Afganistan	J	1869	0.519166667
5	Ta308	308	25	4	2019	Kuwait	J	1807	0.501944444
7	M608	608	25	4	2019	Aloha	B	1815	0.504166667
8	M609	609	25	4	2019	Bangladesh	B	1815	0.504166667
7	M610	610	25	4	2019	Oman	B	1824	0.506666667
6	M611	611	25	4	2019	Latalata	B	1795	0.498611111
7	M612	612	25	4	2019	Isabella	A	1812	0.503333333
6	M613	613	25	4	2019	Luzon	A	1813	0.503611111
7	M614	614	25	4	2019	Thassos	A	1818	0.505
7	M615	615	25	4	2019	Tilos	A	1811	0.503055556
5	M616	616	25	4	2019	Kea	A	1812	0.503333333
6	M617	617	26	4	2019	Lefkada	A	1819	0.505277778
7	M618	618	26	4	2019	Tilos	A	1801	0.500277778
7	M619	619	26	4	2019	Luzon	A	1806	0.501666667
7	M620	620	26	4	2019	Isabella	A	1841	0.511388889
7	M621	621	26	4	2019	Kea	A	1809	0.5025
5	M622	622	26	4	2019	Thassos	A	1834	0.509444444
5	M623	623	25	4	2019	Cambodia	J	1813	0.503611111
6	M624	624	25	4	2019	Kuwait	J	1805	0.501388889
6	M625	625	25	4	2019	Bahrain	J	1813	0.503611111
6	M626	626	25	4	2019	Afganistan	J	1812	0.503333333
6	M627	627	25	4	2019	Armenia	J	1813	0.503611111
5	M628	628	25	4	2019	Kasachstan	J	1797	0.499166667
7	Ta309	309	26	4	2019	Oman	B	1846	0.512777778
7	Ta310	310	26	4	2019	Latalata	B	1836	0.51
8	Ta311	311	26	4	2019	Jaco	B	1809	0.5025
8	Ta312	312	26	4	2019	Aloha	B	1815	0.504166667
7	Ta313	313	26	4	2019	Bangladesh	B	1808	0.502222222
5	Ta314	314	29	4	2019	Tilos	A	1817	0.504722222
5	Ta315	315	29	4	2019	Lefkada	A	1813	0.503611111
7	Ta316	316	30	4	2019	Lefkada	A	1839	0.510833333
8	Ta317	317	30	4	2019	Thassos	A	1812	0.503333333
7	Ta318	318	30	4	2019	Luzon	A	1812	0.503333333
6	Ta319	319	30	4	2019	Isabella	A	1814	0.503888889
5	Ta320	320	30	4	2019	Kea	A	1799	0.499722222
5	Ta321	321	30	4	2019	Tilos	A	1853	0.514722222
5	Lui13	13	17	4	2019	Pakistan	J	1791	0.4975
7	Lui14	14	17	4	2019	Bahrain	J	1861	0.516944444
6	Lui15	15	16	4	2019	Taji	J	1827	0.5075
6	Lui16	16	16	4	2019	Syria	J	1841	0.511388889
7	Lui17	17	17	4	2019	Bangladesh	B	1803	0.500833333
6	Lui18	18	17	4	2019	Oman	B	1776	0.493333333
7	Lui19	19	17	4	2019	Latalata	B	1780	0.494444444
8	Lui20	20	17	4	2019	Jaco	B	1795	0.498611111
7	Lui21	21	17	4	2019	Aloha	B	1800	0.5
6	Lui22	22	13	4	2019	Cambodia	J	1847	0.513055556
6	Lui23	23	13	4	2019	Bahrain	J	1832	0.508888889
6	Lea1	1	10	4	2019	Tilos	A	1817	0.504722222
7	Lea2	2	10	4	2019	Thassos	A	1770	0.491666667
6	Lea3	3	10	4	2019	Kea	A	1791	0.4975
6	Lea5	5	10	4	2019	Lefkada	A	1788	0.496666667
5	Lea6	6	10	4	2019	Isabella	A	1731	0.480833333
6	Lea16	16	13	4	2019	Isabella	A	1769	0.491388889
6	Lea17	17	13	4	2019	Kea	A	1786	0.496111111
5	Lea18	18	13	4	2019	Amorgos	A	1774	0.492777778
6	Lea19	19	13	4	2019	Thassos	A	1811	0.503055556
5	Lea20	20	13	4	2019	Tilos	A	1789	0.496944444
6	Lea45	45	17	4	2019	Kea	A	1774	0.492777778
6	Lea46	46	17	4	2019	Tilos	A	1800	0.5
6	Lea47	47	17	4	2019	Luzon	A	1789	0.496944444
7	Lea48	48	19	4	2019	Luzon	A	1767	0.490833333
6	Lea49	49	19	4	2019	Lefkada	A	1812	0.503333333
7	Lea50	50	19	4	2019	Tilos	A	1770	0.491666667
6	Lea51	51	19	4	2019	Isabella	A	1803	0.500833333
6	Lea67	67	21	4	2019	Thassos	A	1737	0.4825
6	Lea68	68	21	4	2019	Tilos	A	1801	0.500277778
7	Lea69	69	21	4	2019	Lefkada	A	1791	0.4975
5	Lea70	70	21	4	2019	Kea	A	1753	0.486944444
5	Lea71	71	21	4	2019	Amorgos	A	1782	0.495
5	Lea72	72	21	4	2019	Luzon	A	1770	0.491666667
6	Lea73	73	22	4	2019	Isabella	A	1779	0.494166667
7	Lea74	74	22	4	2019	Luzon	A	1774	0.492777778
7	Lea75	75	22	4	2019	Lefkada	A	1782	0.495
5	Lea76	76	22	4	2019	Tilos	A	1824	0.506666667
6	Lea21	21	13	4	2019	Latalata	B	1759	0.488611111
7	Lea22	22	13	4	2019	Oman	B	1795	0.498611111
7	Lea23	23	13	4	2019	Jaco	B	1800	0.5
6	Lea24	24	13	4	2019	Aloha	B	1796	0.498888889
6	Lea25	25	13	4	2019	Bangladesh	B	1825	0.506944444
8	Lea41	41	16	4	2019	Jaco	B	1774	0.492777778
9	Lea42	42	16	4	2019	Oman	B	1818	0.505
7	Lea43	43	16	4	2019	Latalata	B	1833	0.509166667
6	Lea44	44	16	4	2019	Aloha	B	1781	0.494722222
6	Lea52	52	19	4	2019	Bangladesh	B	1774	0.492777778
8	Lea53	53	19	4	2019	Oman	B	1789	0.496944444
8	Lea54	54	19	4	2019	Aloha	B	1834	0.509444444
9	Lea55	55	19	4	2019	Latalata	B	1755	0.4875
7	Lea56	56	19	4	2019	Jaco	B	1800	0.5
6	Lea62	62	21	4	2019	Jaco	B	1814	0.503888889
7	Lea63	63	21	4	2019	Bangladesh	B	1752	0.486666667
7	Lea64	64	21	4	2019	Oman	B	1774	0.492777778
7	Lea65	65	21	4	2019	Aloha	B	1783	0.495277778
5	Lea66	66	21	4	2019	Latalata	B	1854	0.515
6	Lea84	84	24	4	2019	Bangladesh	B	1812	0.503333333
6	Lea85	85	24	4	2019	Oman	B	1809	0.5025
8	Lea86	86	24	4	2019	Jaco	B	1913	0.531388889
8	Lea87	87	24	4	2019	Latalata	B	1775	0.493055556
9	Lea88	88	24	4	2019	Aloha	B	1820	0.505555556
5	Lea26	26	14	4	2019	Cambodia	J	1774	0.492777778
5	Lea27	27	14	4	2019	Afganistan	J	1782	0.495
6	Lea28	28	14	4	2019	Mongolei	J	1802	0.500555556
5	Lea29	29	14	4	2019	Pakistan	J	1812	0.503333333
5	Lea36	36	15	4	2019	Taji	J	1809	0.5025
6	Lea37	37	15	4	2019	Mongolei	J	1796	0.498888889
6	Lea38	38	15	4	2019	Kasachstan	J	1799	0.499722222
6	Lea39	39	15	4	2019	Armenia	J	1763	0.489722222
5	Lea40	40	15	4	2019	Syria	J	1795	0.498611111
6	Lea57	57	20	4	2019	Kuwait	J	1804	0.501111111
6	Lea58	58	20	4	2019	Armenia	J	1755	0.4875
6	Lea59	59	20	4	2019	Pakistan	J	1834	0.509444444
6	Lea60	60	20	4	2019	Taji	J	1774	0.492777778
6	Lea61	61	20	4	2019	Syria	J	1797	0.499166667
6	Lea78	78	22	4	2019	Mongolei	J	1773	0.4925
7	Lea79	79	22	4	2019	Syria	J	1760	0.488888889
7	Lea80	80	22	4	2019	Pakistan	J	2023	0.561944444
6	Lea81	81	23	4	2019	Colanta	J	1792	0.497777778
6	Lea82	82	23	4	2019	Pakistan	J	1792	0.497777778
6	Lea83	83	23	4	2019	Armenia	J	1712	0.475555556
